wp_id,f_artifact,validation_evidence,f_commit,prior_judge_commit,missing_judge_artifact,validation_summary,anti_fake_summary,prior_judged_at
DP-LEARNER-SIGNAL-WP-000010,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000010.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 169 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",6dc7f49304655e83a366b876c63f4b5b7c224c28,6dc7f49304655e83a366b876c63f4b5b7c224c28,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000010 at 6dc7f49304655e83a366b876c63f4b5b7c224c28.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:34"
DP-LEARNER-SIGNAL-WP-000011,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000011.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 170 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",9967e874c79d10210230856b2086bf5ed953befe,9967e874c79d10210230856b2086bf5ed953befe,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000011 at 9967e874c79d10210230856b2086bf5ed953befe.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:34"
DP-LEARNER-SIGNAL-WP-000012,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000012.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 171 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",b41aff0053cece178a73532c828101f40a7618e1,b41aff0053cece178a73532c828101f40a7618e1,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000012 at b41aff0053cece178a73532c828101f40a7618e1.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:35"
DP-LEARNER-SIGNAL-WP-000013,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000013.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 172 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",c99f08396ba692943b31075c5a842b276e490b4c,c99f08396ba692943b31075c5a842b276e490b4c,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000013 at c99f08396ba692943b31075c5a842b276e490b4c.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:35"
DP-PED-BRIDGE-WP-000001,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000001.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness: passed 25 files 162 tests; npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed zero errors zero warnings",15ec0ce0735483b4d3bfd2cf04f92c0b3683bc94,15ec0ce0735483b4d3bfd2cf04f92c0b3683bc94,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000001 at 15ec0ce0735483b4d3bfd2cf04f92c0b3683bc94.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:35"
DP-PED-BRIDGE-WP-000002,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000002-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness: passed (25 files, 160 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",aa58b871175bc074a43ab35899f189a3d16194c3,aa58b871175bc074a43ab35899f189a3d16194c3,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000002 at aa58b871175bc074a43ab35899f189a3d16194c3.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:36"
DP-PED-BRIDGE-WP-000003,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000003.md,tc000003-test:8-pass;tm-int-runtimeReadiness:161-pass;typecheck:pass;eslint-json:pass,875be755e,875be755e,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000003 at 875be755e.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:36"
DP-PED-BRIDGE-WP-000004,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000004.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness: passed 25 files 163 tests; npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed zero errors zero warnings",73e45139eed375d0845ec1bd81894a64a9e03ed9,73e45139eed375d0845ec1bd81894a64a9e03ed9,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000004 at 73e45139eed375d0845ec1bd81894a64a9e03ed9.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:36"
DP-PED-BRIDGE-WP-000005,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000005.md,teacher-context-pipeline:8-pass;tm-int-runtimeReadiness:163-pass;typecheck:pass;eslint-json:pass,ee09564c7,ee09564c7,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000005 at ee09564c7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:36"
DP-PED-BRIDGE-WP-000006,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000006.md,"tm-int+runtimeReadiness tests:164-pass;typecheck:pass;eslint-json:4931-files-0-errors-0-warnings;diff-check:pass",528d6b9f6,528d6b9f6,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000006 at 528d6b9f6.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:37"
DP-PED-BRIDGE-WP-000007,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000007.md,teacher-context-pipeline:10-pass;tm-int-runtimeReadiness:165-pass;typecheck:pass;eslint-json:pass,d7a0289c4,d7a0289c4,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000007 at d7a0289c4.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:37"
DP-PED-BRIDGE-WP-000008,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000008.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness passed (25 files, 167 tests); npm run typecheck passed; npm exec eslint -- scripts src --format json passed",43daf16fd,43daf16fd,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000008 at 43daf16fd.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:37"
DP-PED-BRIDGE-WP-000009,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000009.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness passed (25 files, 168 tests); npm run typecheck passed; npm exec eslint -- scripts src --format json passed",63bc5853c,63bc5853c,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000009 at 63bc5853c.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:38"
DP-PED-BRIDGE-WP-000011,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000011.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness passed (25 files, 169 tests); npm run typecheck passed; npm exec eslint -- scripts src --format json passed",403169b46,403169b46,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000011 at 403169b46.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:38"
DP-PED-BRIDGE-WP-000012,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000012.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness passed (25 files, 170 tests); npm run typecheck passed; npm exec eslint -- scripts src --format json passed",7b0e0d39f,7b0e0d39f,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000012 at 7b0e0d39f.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:38"
DP-PED-BRIDGE-WP-000013,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000013.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",fb34f7ea3,fb34f7ea3,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000013 at fb34f7ea3.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:39"
DP-PED-BRIDGE-WP-000015,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000015.md,"tm-int+runtimeReadiness tests:163-pass;typecheck:pass;eslint-json:4931-files-0-errors-0-warnings;diff-check:pass",bc2d709ef,bc2d709ef,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000015 at bc2d709ef.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:39"
DP-PED-BRIDGE-WP-000016,reports/f_done/dp-int-v1/DP-PED-BRIDGE-WP-000016.md,"npm test -- --run src/lib/tm-int src/lib/tm-int/runtimeReadiness; npm run typecheck; npm exec eslint -- scripts src --format json",2f66687c935d59f59ce1ae04b769b99e20923319,2f66687c935d59f59ce1ae04b769b99e20923319,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-PED-BRIDGE-WP-000016 at 2f66687c935d59f59ce1ae04b769b99e20923319.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:39"
